ï»¿userName,content,at,score
Mass Chill,"['awak', 'lee', 'lek', 'rak', 'niat', 'kerja', 'kertu', 'blokiren', 'mawon', 'leeee', 'mesakke', 'seng', 'bawa', 'tukune', 'karo', 'duwet', 'ork', 'karo', 'godong', 'letndang', 'benekke', 'mesakke', 'ndanggggg', 'nguueekkkkk']",28/01/2024 06:54,1
Nazril Haekal,"['harga', 'kualitas', 'sinyal', 'burik']",16/01/2024 13:43,1
Farzz,"['aplikasi', 'tidak', 'iklan', 'nya', 'buagus', 'banget', 'dialog', 'nya', 'sinyal', 'lancar', 'sinyal', 'burik', 'boros', 'harga', 'mahal', 'untung', 'tidak', 'buntung', 'iya']",28/01/2024 23:29,1
Dion Bento,['senang'],11/01/2024 13:48,5
slamet riyadi,"['bagus', 'oke', 'banget']",20/01/2024 12:33,5
Gendis Jawi,"['main', 'game', 'ping', '36k', 'keren', 'indosat', 'canda', 'lucu', 'banget', 'indosat', 'wkwkwkw']",11/01/2024 04:32,1
fradika 3322,['superb'],25/01/2024 21:19,5
Aditya Setyo nugroho,"['buruk', 'kualitas', 'harga', 'kuota', 'mahalmasa', 'aktif', 'bonus', 'jarang', 'login', 'aplikasi', 'susah', 'error']",19/01/2024 14:05,1
Lindawati Rahardjo,"['sinyal', 'tempat', 'super', 'jelek', 'gak', 'sinyal']",23/01/2024 13:54,3
Silfia Ningrum,"['sinyal', 'jelek', 'duit', 'doang', 'tidak', 'ngbenerin']",20/01/2024 09:32,1
Haters Napitupulu,"['jaring', 'm3', 'jelek', 'masuk', 'gunung', 'gak', 'sinyal']",27/01/2024 07:55,3
kamila aziziyah,['bagus'],15/01/2024 12:22,5
Noori Pansyah,['bagus'],15/01/2024 12:23,5
Jonhson Yocom,"['nga', 'beli', 'paket', 'proses', 'melulu', 'beli', 'pulsa', '150', 'isi', '149']",29/01/2024 05:53,1
Wahyu sbd Setiawan,"['bagus', 'banget']",21/01/2024 01:20,5
Risal Indra,[],17/01/2024 23:06,5
Aku Gelap6,"['ngelagmahal', 'semuapas', 'tidak ada', 'pulsamau', 'redeem', 'im3', 'poin', 'mahal', 'semuapelit', 'kuota', 'gak', 'kaya', 'aplikasi', 'kadang', 'kadang', 'kuota', 'gratispernah', 'kasih', 'kuota', 'im3', 'gak', 'pakai']",14/01/2024 07:00,1
Arindo bimantara,"['my', 'im3', 'sedia', 'layan', '45g', 'lag', 'gak', 'paket', 'mahal', 'promo', 'nanggung', 'mahal', 'sinyal', 'dc', 'ampun', 'lag', 'lag', 'lag', 'm3', 'kacau']",28/01/2024 10:22,1
Andar Supriadi,"['baru', 'baru', 'tampilanya', 'bagong', 'gak', 'kaya', 'tampil', 'mudah', 'paham']",29/01/2024 10:31,3
Hakuna Matata,"['sinyal', 'jelek']",26/01/2024 13:55,1
Paragat Bagot,"['paket', 'habis', 'kuota', 'nya', 'tidak', 'hapu', 'aktif', 'nya', 'tahun', 'baik', 'paket', 'beli', 'tidak', 'pakai']",16/01/2024 18:52,1
Alya Humaida,['lambat'],14/01/2024 09:25,1
Yadi official chanel,['dukung'],16/01/2024 14:36,5
Romi Samsul hadi,"['ok', 'banget']",20/01/2024 08:10,5
Anak Ayam,"['min', 'bikin', 'fitur', 'pulsa', 'aman', 'biar', 'aktif', 'nonton', 'aktif', 'jamin', 'pulsa', 'tidak', 'pakai', 'internet', 'moga', 'diapk', 'myim3', 'baru', 'path', 'min']",26/01/2024 11:45,4
Faisal Bosnia,['kacidaaaaaa'],26/01/2024 14:33,1
Heri Aluminium,"['susah', 'pakai', 'isi', 'voucer', 'tidak', 'jelajah']",13/01/2024 13:20,3
Jujuk dwi marista,"['benerin', 'sinyal', 'indosat', 'sistem', 'nya', 'pulsa', 'potong', 'nya']",24/01/2024 10:14,2
Mullyana Achmad,"['2', 'x', 'beli', 'perdana', '2', 'x', 'kartu', 'recycle', 'paraaaah']",18/01/2024 13:49,1
eddysasmi,"['tidak', 'login', 'kode', 'verifikasi', 'kirim', 'nomlr', 'blokir', 'tidak', 'login', 'anggap', 'spam']",25/01/2024 13:23,5
ramadhani arnal,"['sinyaaall', 'taaiiiii']",30/01/2024 06:58,1
Aditya Rifqi,"['jaring', 'sampah']",16/01/2024 05:23,1
pak boy,"['pulsa', 'daftar', 'kuota', 'hilang', 'sinyal', 'stabil']",10/01/2024 00:48,1
shymear id,"['baru', 'paket', 'mahal', 'beli', 'susah']",26/01/2024 13:14,1
Jaya Jayabot,['bagus'],12/01/2024 11:49,5
Wulan Sijabat,['puas'],25/01/2024 00:47,4
Muhamad Fiqran,"['log', 'keluar', 'melulu']",23/01/2024 00:11,1
Moh bagor,"['kartu', 'jelek', 'indosat', 'jelek', 'banget', 'hilang', 'jeeklag', 'hadeh']",25/01/2024 15:34,1
All Adhye,['puas'],31/01/2024 11:53,5
Psy Xs,"['beli', 'pulsa', 'im3', '5k', 'lanjut', 'transaksi', 'dana', 'transfer', 'pas', 'transfer', 'uang', 'tangan', 'nya', '1k', '6k', 'pas', 'cek', 'pulsa', 'tidak', 'masuk', 'sih', 'rugi', 'im3', 'benar', 'bikin', 'rugi', 'kena', 'hadehh']",16/01/2024 15:07,1
Hj Atie,"['bagus', 'cepat', 'puas']",12/01/2024 02:14,5
Rizki Boyz,['bagus'],24/01/2024 12:05,5
Rian Fernando,"['terima kasih', 'bagus', 'suaka', 'aplikasi', 'nya']",16/01/2024 01:02,5
Nur Fauzi,"['mahal', 'jaring', 'jelek', 'dekat', 'hampir', 'habis', 'kuota']",26/01/2024 13:39,1
esa hamizan,"['sinyal', 'buruk', 'hujan', 'hujansangat', 'rugi', 'profider']",13/01/2024 15:36,1
Novita Maharani,['bagus'],17/01/2024 05:37,5
Nursahada Siregar,['bagus'],10/01/2024 20:01,5
Poelll Gege,"['paket', 'mahalsinyal', 'jelekinternetan', 'lemotpayah']",21/01/2024 15:46,1
??Z????,"['ampas', 'ganggu', 'melulu']",26/01/2024 13:31,1
Malihah 93,"['sinyal', 'iya', 'bener2', 'jelek', 'buka', 'video', 'tidak', 'chat2', 'buka', 'gambar', 'tidak', 'beli', 'paket', '100', 'gb', 'tidak', 'guna', 'bener2', 'kecewaa', 'now watching', 'ganti', 'kartu']",31/01/2024 04:45,1
Iwanffgg Iwanffgg,['bagus'],13/01/2024 02:05,5
Rahmadi,"['sedang apa', '100kb', 'unduh', 'hari']",27/01/2024 08:12,1
Boby Pujiandiko kurniawan,"['indosat', 'ganggu', 'mau', 'tauu']",26/01/2024 22:45,1
ML,"['isi', 'kuota', 'ganggu', 'su', 'gak', 'nyamamin', 'konsumen', 'ganggu', 'buru', 'benerin', 'anjing', 'pagi', 'ganggu', 'gak', 'berin', 'tolol']",11/01/2024 10:45,1
YOGI DIAN,['bagus'],20/01/2024 01:07,5
Dita Barus,"['sesal', 'pakai', 'tobat', 'kecewa']",29/01/2024 11:12,1
Runni Arifin,"['jaring', 'lemottttsengaja', 'bintang', '5', 'baca', 'keluhsn', 'sya']",30/01/2024 07:30,5
Candra Podengge,"['hilang', 'nge', 'lelet']",24/01/2024 01:25,3
Septian Maengkom,"['ganggu', 'paket', 'mahal', 'sinyal', 'kocakk']",26/01/2024 13:32,1
Dimas Darmawan,"['bug', 'suka', 'baru', 'tidak jelas']",28/01/2024 00:21,1
Caezar Al Fatih,"['fitur', 'ucan', 'admin', 'bunga', 'mahal']",26/01/2024 23:52,3
Rafli K,"['provider', 'lag']",24/01/2024 07:24,1
Made oleh Wiguna putra,[],11/01/2024 07:28,5
Anton Sukarno,[],15/01/2024 02:33,5
Haikal Mahardika,"['sinyal', 'tidak', 'bagus', 'jaring', 'malam', 'merah']",25/01/2024 14:18,1
Tomi Widayat,['copot'],16/01/2024 23:56,1
YUDA AB,['mantap'],22/01/2024 19:10,5
Alan Setiawan,['mantap'],14/01/2024 15:00,5
Aril Ganteng,"['sinyal', 'busuk', 'kartu', 'aneh', 'tidak', 'banget', 'indosat', 'aneh', 'bener', 'rusak']",13/01/2024 15:24,1
handi lesmana,"['bintang', '1', 'komen']",11/01/2024 08:17,1
Angga Heny,"['bonus', 'konsumen', 'biar', 'betah']",19/01/2024 10:57,5
Fack You,"['laku', 'bayar', 'pulsa', 'lelett']",11/01/2024 11:36,2
Dimas prasetyo,[],26/01/2024 16:08,5
Feryant Fery,"['samping', 'indosat', 'sedot', 'pulsa', 'riwayat', 'paket', 'data', 'internet', 'benarbenar', 'kecewa', 'hubung', 'konsumen', 'tidak', 'guna', 'hubung', '185', 'tidak', 'guna']",31/01/2024 11:04,1
Muhammad Syafii,['bagus'],10/01/2024 08:24,5
Teguh Santoso,"['sinyal', 'gemanadua', 'busuk', 'banget', 'signalnyaharusnya', 'trable', 'infoin', 'lahbukan', 'diem', 'ajamakin', 'busuk', 'sinyal', 'ampun']",26/01/2024 13:54,1
Redy Abdul,"['paket', 'data', 'mahal', 'jaring', 'tidak', 'melulu']",11/01/2024 10:13,1
Lukman ansori,['luarrr'],25/01/2024 11:48,5
Muhammad Mudini,"['macet', 'sinyal']",28/01/2024 02:23,5
ali ima,"['kuat', 'gak', 'jaring', 'suka', 'ngelake', 'buka', 'browser']",27/01/2024 15:37,5
Faris Alfarisi,"['jelek', 'banget', 'jaring', 'kuota', '100gb', 'rugi']",29/01/2024 06:34,2
Rio Maulana,"['baik', 'pokok', 'nya']",12/01/2024 02:16,5
shynshy mony,"['indosat', 'beli', 'paket', 'susah', 'mahal2', 'jaring', 'lemottt', 'nyusahin']",16/01/2024 12:19,1
Arsya fikri S,"['bodoh', 'gak', 'tuku', 'paket', 'lurr', 'asuuuu']",31/01/2024 01:04,1
FATHAH ABDILLAH,"['kak', 'kendala', 'rasa', 'jaring', 'sinyal', 'indosat', 'ooredoo', 'hutchison', 'daerah', 'masuk', 'telkomsel', 'daerah', 'camat', 'bathin', 'iii', 'ulu', 'kabupaten', 'bungo', 'jambi', 'mohon', 'bantu', 'kak', 'ditindaklanjuti', 'baik', 'luas', 'layan', 'nya', 'terima', 'kasih']",29/01/2024 01:55,5
Tatang Suryana,"['mahal', 'paket']",10/01/2024 08:47,1
al fatir Al,"['bagus', 'kota', 'grtis']",29/01/2024 15:00,5
DESY GMY,['ok'],14/01/2024 13:20,5
Dikaa Ka,['untung'],18/01/2024 14:52,5
Faisal Hidayat,"['susah', 'transaksi', 'si']",24/01/2024 14:14,2
MARITZA CHAN,"['keren', 'dweh']",13/01/2024 05:04,5
Dedi Wahyudi,"['aplikasi', 'burik', 'tidak', 'pntes']",26/01/2024 13:03,1
Atharanza Zayyan Syah,"['parah', 'kuota', 'nya', 'mahal', 'nyedotnya', 'cepat', 'lelet', 'tidak', 'kayak', 'satset', 'eh', 'kuota', 'hemathemat', 'nya', 'kuota', 'hilanglu', 'sih', 'satindosat']",30/01/2024 09:12,1
Rahmat Taufiq,"['mati', 'on', 'mati', 'on', 'bilang', 'konkonkonkon']",26/01/2024 13:12,1
Fahrul Alamsyah,['mantap'],20/01/2024 18:14,5
Harlan LP700-4,"['habis', 'baru', 'tidak bisa', 'masuk', 'error']",25/01/2024 11:55,1
Jheys Syaputry,[],21/01/2024 09:43,5
Nadjwa Arumpramesti,[],27/01/2024 01:28,4
Tirta Jaya,[],17/01/2024 00:29,5
Farhan Ramadan,['bagus'],18/01/2024 23:04,5
Santoso Aja,['baki'],29/01/2024 08:51,5
Muhammad Taufiq Rosadi,"['jaring', 'error']",29/01/2024 14:02,2
Orie Black,"['senang', 'guna', 'indosat', 'moga', 'sinyal', 'jaring', 'nya', 'tingkat', 'bagus', 'bagus', 'like', 'indosat']",28/01/2024 12:15,5
Sona Rizky,"['indosat', 'sarap', 'sinyal', 'nyh', 'hilang', 'kerja', 'hilang', 'sinyal']",26/01/2024 13:25,1
Salma Adzria Pratiwi,"['beli', 'kuota', 'jaring', 'buruk', 'tidak', 'bujangenam']",26/01/2024 13:58,1
Arfa Spt,"['aplikasi', 'bagus']",19/01/2024 04:13,4
Aan Subandi,"['jaring', 'lelet']",24/01/2024 15:08,4
Farel Poejangga,"['turun', '1', 'login', 'aplikasi', 'tidak', 'digunakancm', 'wa123biasanya', 'tidak', 'anteng', 'aplikasi', 'indosat']",16/01/2024 08:16,1
Nur Jaman,[],27/01/2024 11:44,5
Wiwik Handayani,"['bagus', 'jaring']",12/01/2024 10:35,4
M. Taufiq Amri,"['harga', 'kuota', 'mahal', 'kuota', 'boros', 'sinyal', 'anjink']",11/01/2024 13:25,1
Farhan Abdillah,"['aplikasi', 'baru', 'mudah', 'nyusahin', 'check', 'kuota', 'utama', 'kuota', 'malam', 'ribeeet', 'pakai', 'aplikasi', 'lebih baik', 'balikin', 'tampil', 'awal', 'bagi', 'kuota', 'utama', 'kuota', 'malam', 'wooi']",14/01/2024 11:11,1
Korek Bagus,"['lelet', 'bed']",26/01/2024 12:51,1
Liem Jen Ho,"['sdh', 'atas', 'sdh', 'buka', 'aplikas', 'im3', 'tidak', 'buka', 'aplikasi', 'baru', 'sdh', 'coba', '10', 'x', 'tidak', 'buka', 'tulis', 'salah', 'sistem']",15/01/2024 14:16,5
Komang Juliawati,"['tanggung', 'bang', 'iya', 'beli', 'pulsa', '10', 'beli', 'kuota', 'cuman', '2', 'tidak', 'pakai', 'tu', 'pulsa', 'pakai', '2', 'kartu', 'tidak', 'sentuh', 'tu', 'pulsa', 'eh', 'pas', 'cek', '1', 'pulsa', 'aktif', 'fitur', 'kaya', 'axis', 'males', 'banget', 'gin']",10/01/2024 12:47,1
Nur Afidin,"['profider', 'tidak', 'rekomendsering', 'sedot', 'pulsa', 'jebak', 'kedok', 'langgan', 'tidak', 'jelaskalo', 'nomor', 'buang', 'duluyg', 'pakai', 'lebih baik', 'pikirin', 'kartu']",27/01/2024 15:21,1
Jarum Black,"['wowww', 'bagus', 'banget', 'sinyal', 'nya', 'bohong']",20/01/2024 13:54,5
Dzaki Setiawan,['bagus'],27/01/2024 14:44,5
Nina Silvia123,"['baru', 'harga', 'teroooss', 'heran', 'dahhh']",17/01/2024 22:59,2
Arief Bijaksana,['bagus'],31/01/2024 12:11,5
Tora Sudiro,"['indosat', 'indosat', 'trobal', 'ae']",17/01/2024 06:08,1
Stealth Pestcontrol,"['parah', 'ganggu', 'hilang', 'sinyal', 'paket', 'kalsu', '7dah', 'favorit', 'tiba2', 'hilang']",26/01/2024 14:01,1
Akror Fiki,"['beli', 'paket', 'internet', 'mahal', 'harga', 'nya']",10/01/2024 22:00,3
Muh.Asheva Afif,"['oii', 'beli', 'paket', 'tidak', 'pakai', 'woiiiiiiii']",12/01/2024 13:19,1
Ridho Mora Silalahi,"['sinyal', 'g', 'harap']",21/01/2024 14:21,1
Gilang Ahmad,"['jaring', 'im3', 'kaya', 'babi', 'iya']",29/01/2024 22:14,1
Haikal Lutfi,"['paket', 'data', 'nya', 'mahal']",29/01/2024 01:45,1
dodi hermawan,[],18/01/2024 13:40,5
Firos Faisalmulki,"['koneksi', 'buruk', 'nya', 'bagus', 'jaring', 'nya', 'penuh', 'kejut', 'dadak', 'hilang', 'saran', 'senang', 'main', 'game', 'guna', 'wifi', 'terima kasih', 'alam', 'nya']",11/01/2024 06:42,1
ABDUL Tuakia,"['yah', 'indosat', 'jam', '2000', 'atas', 'lag', 'bangetsetiap', 'buka', 'youtubenonton', 'tiktoksampe', 'pesan', 'wa', 'bangetmohon', 'cepat', 'baik']",26/01/2024 14:10,2
Yanss _349,['tidak'],29/01/2024 11:27,1
mariska salsabila,"['jaring', 'gak', 'layan', 'ruwet']",14/01/2024 04:36,1
Herhernando 19,"['sinyal', 'tah', 'dikit', 'dikit', 'lelet', 'tidak', 'baik', 'ganti', 'provider']",11/01/2024 05:09,1
Itarovita,['bagus'],10/01/2024 05:40,5
Vendro Hilma,"['jelek', 'tidak', 'pasang', 'muak']",15/01/2024 08:05,1
Imoeh Ikeu,"['promonya', 'donggg']",10/01/2024 19:20,5
Eni Setyowati,['mantaappppp'],23/01/2024 11:52,4
Rikaa Official,"['kasih', 'bintang', '5', 'syarat', 'ny', 'kasih', 'kuota', '100gb']",21/01/2024 23:46,5
Desif Channel,"['iya', 'kuota', '10gb', 'an', 'hilang', 'notif', 'kuota', 'darurat', 'aktifditambahkan', 'tidak', 'beli', 'kuota', 'darurat', 'mohon', 'bantu', 'nya', 'im3', 'umur', 'umur', 'pakai', 'im3', 'kecewa']",18/01/2024 08:52,1
Mhd Agil Al,"['sinyal', 'ghoib', 'anjing']",28/01/2024 17:06,1
Roviasih Asih,['baik'],10/01/2024 15:07,5
Fitri Handayani,"['bagus', 'ganti', 'nomor', 'ganti', 'akun', 'kadang', 'masalah', 'oppss', 'restart', 'kan', 'gak', 'nyaman', 'iya', 'moga', 'tingkat', 'baik', 'aplikasi', 'iya', 'admin', 'terima', 'kasih']",10/01/2024 00:53,5
Lailaitul Qodar,"['suka', 'pakai', 'kartu', 'im3tp', 'untk', 'aplikasi', 'wa', 'gratisin', 'tidak', 'kuota', 'kartu', 'kluhan', 'guna', 'im3']",17/01/2024 17:29,1
Ratna Dewi,"['tidak', 'gnti', 'ku', 'kira', 'punya', 'lemooot', 'trnyta', 'kompleeen', 'paket', 'unlimited', 'uda', 'tidak', 'truz', 'pakai', 'paket', 'apaa', 'hrganya', 'miihiilllllllll', 'kembali', 'hrga', 'doong', 'layan', 'masii', 'gin']",25/01/2024 00:14,1
M Dika Chandra,"['lelet', 'jaring', 'indosat', 'ajh', 'kayak', 'tidak', 'cocok', 'kasih', 'bintang', '1', 'cocok', 'nya', '0', 'bintang', 'nilai', 'nya', 'tidak', 'ubah', 'kntl']",26/01/2024 16:00,1
Bona Risma,"['terima kasih', 'paket', 'murah', 'nya', 'mylm3']",31/01/2024 13:35,5
Mochamad Asqolani,"['kecewa', 'kecewa', 'baik', 'performa', 'nya', 'darinpada', 'hilang', 'guna', 'akirnya', 'bangkrut', 'beneran', 'maaf', 'masuk', 'data', 'gak', 'keluar']",29/01/2024 06:06,1
ahmad iskandar,[],25/01/2024 09:06,5
faiq allam,"['tutup', 'tidak', 'buka', 'lagisinyal', 'ilang2', 'mulusinyal', 'hilang', 'suruh', 'onoff', 'hpjawaban', 'tolol']",26/01/2024 12:51,1
Candi Wijaya,['bagus'],27/01/2024 12:48,5
Ahmad apandi,"['may3', 'baru', 'tidak', 'paket', 'peradoms', 'sial', 'gem', 'tidak', 'pakai', 'hati', 'hati', 'tipu', 'paket', 'gem', 'murah', 'beli', '20', 'ibu', '12', 'gb', '30', 'tidak', 'pakai']",15/01/2024 14:24,1
Muhammad Hafis,[],20/01/2024 10:39,4
Laenpole YT,['bagus'],12/01/2024 05:00,5
Ina Alfiyanah,"['komplain', 'wa', 'respon', 'robot', 'susah', 'diskusi', 'isi', 'pulsa', 'tanggal', '2412', '2023', '5000', 'rupiah', '200', 'tidak', 'langgan', 'apa2', 'tidak', 'guna', 'pulsa', 'sms', 'telepon', 'pulsa', 'kurang', 'hari', 'sisa', 'pulsa', 'rupiah', '315', 'jadi', 'pulsa', 'kurang', '2', 'alami', 'mohon', 'indosat', 'baik', 'sistem', 'layan', 'terima kasih']",12/01/2024 10:35,1
Akbar Alfarizi,"['jaring', 'anjing', 'iya']",26/01/2024 12:54,1
Adang Sally,['bagus'],18/01/2024 11:17,4
Mu Maruf,['mantap'],22/01/2024 17:01,5
novri cornelius sumenge,"['aplikasi', 'myim3tidak', 'bukaada', 'terang', 'munculperiksa', 'koneksi', 'internetsaya', 'coba', 'uninstalllalu', 'pasang', 'ada', 'samaperiksa', 'koneksi', 'internetmohon', 'bantuannyatrimakasih']",17/01/2024 04:27,5
Irwan Imh01,['okee'],15/01/2024 16:31,5
Ahmad Syaiful,"['kesini', 'parah', 'im3paket', 'mahal', 'sinyal', 'hilang', 'hilang']",12/01/2024 06:09,2
???,"['m3', 'isi', 'pulsa', 'isi', 'paket', 'sedot', 'isi', 'tu', 'mahal']",28/01/2024 14:10,1
Fanisa Vivo,"['kecewa', 'jaring', 'nyaa', 'lelet', 'banget', 'kuota', 'nya', 'gabisaa', 'pakai', 'habis', 'ajaa']",30/01/2024 02:03,1
Raffi Arisandi,['bagus'],29/01/2024 04:08,5
Rizky Ellya,"['indosat', 'bner2', 'jelek', 'kouta', '18gb', 'kgak', 'pakai', 'aneh', 'sumpah']",26/01/2024 13:34,1
Yulia Ny,"['data', 'habis', 'pulsa', 'sedot']",21/01/2024 03:59,2
Aviv Syalaby,['bagus'],13/01/2024 04:01,5
Medhy Roujing97 Medhy,"['binggung', '2minggu', 'aplikasi', 'my', 'm3', 'tidak', 'buka']",14/01/2024 16:48,5
Wanda Ersasaputra,"['kuota', 'gratis']",16/01/2024 07:11,1
Afifah Lele,[],20/01/2024 13:34,2
Robby R,"['kuota', 'sisa', '200mb', 'main', 'panjat', 'kuota', '40', 'menit', 'habis', '150mb', 'an', 'gadapt', 'sama sekali', 'indosat', 'ganiat', 'bikin', 'panjat', 'kuota', 'lebih baik', 'gausah', '500mb', 'doang', 'pelit', 'slot', '500mbny', '900', 'ko', 'kasih', '1', 'konsumen', 'pelit', 'pakai', 'indosat', 'tahun', 'ko', 'gin', 'iya']",19/01/2024 07:02,1
muhroji official,['oke'],28/01/2024 09:55,5
ubaiii 1510,['puaassss'],12/01/2024 20:00,5
MOCHAMAD SALMAN ALFA RISI,"['fungsi', 'panjat', 'kuota', 'gbblllg']",20/01/2024 13:40,1
Ali bodong,"['tidak', 'potong', 'pulsatapi', 'pulsa', 'habis', 'beli', 'paket', 'data', 'hadeeehhhh', 'mimin', 'operator', 'pulsa', 'konci', 'oprat', 'belah', '4', 'sisa', 'pulsa', '13', 'kini', '400', 'beli', 'data', 'tidak', 'masuk']",30/01/2024 23:28,3
Natalia Milen,"['jaring', 'buruk', 'kuota']",26/01/2024 12:32,2
Noviana Alan sari,"['tidak', 'guna', 'whatsap', '123', 'cek', 'beli', 'kuota']",11/01/2024 13:38,1
Mul Yono,"['indosat', 'busuk', 'tutup', 'sinyal', 'tidak', 'mabar', 'youtube', 'dan lain lain', 'tidak', 'asik', 'tidak', 'nyaman', 'skali', 'pakai', 'indosat', 'kartu', 'males', 'pakai', 'indosat']",10/01/2024 11:28,1
Mas Ganteng,"['daftar', 'kartu', 'indosat', 'payah', 'iya', 'isi', 'pulsa', 'minimal', '10']",14/01/2024 02:52,1
Deni Caknan,"['im3', 'susah', 'sinyal', 'harga', 'mahal', 'sinyal', 'nya', 'iya', 'allah', 'susah', 'bangettttt']",26/01/2024 12:38,1
Biahmad Alawi Ash-Shiddiqi bia,['guna'],29/01/2024 04:16,1
Orang Gila,"['bagus', 'lancar']",17/01/2024 06:29,5
abdul aziz,"['aneh', 'nyata', 'mahal']",26/01/2024 13:40,1
Dio Ardiansyah,"['hapus', 'jaring', 'ny', 'tidak', 'bagus', 'suka', 'hilang']",31/01/2024 14:05,1
Akhmad Syafrudin,"['i', 'like', 'it']",29/01/2024 00:18,5
Just grey,"['habis', 'baru', 'tidak bisa', 'buka', 'aplikasi', 'nya', 'mentok', 'logo', 'doang']",22/01/2024 23:58,1
Dadang Sopian,"['mantap', 'm3']",22/01/2024 10:52,5
Dani Scoott,['sempurna'],31/01/2024 14:20,5
Ariawan Pendik,['josss'],21/01/2024 15:28,5
Teguh Almuaruf,['baguus'],18/01/2024 06:08,4
Mamah Noe noe,"['bagus', 'jobs']",29/01/2024 02:49,5
Kiki Pintar,"['kouta', 'mahal', 'jaring', 'jelek']",23/01/2024 01:03,1
Fawnia ainun Mahya,"['bagus', 'banget', 'aplikasi', 'dikit', 'kasi', 'paket', 'gratis', 'yok', 'buru', 'unduh']",11/01/2024 16:04,5
Danendra Awan,[],22/01/2024 09:52,5
Dhika Satria,[],29/01/2024 12:46,5
Franky New,"['im3', 'alias', 'indosatapakah', 'benar2', 'tutup', 'mataknp', '3', 'jam', 'sinyal', 'hilang', 'semuapecat', 'karyawan', 'gak', 'beres', 'kerjaapakah', 'indosat', 'benar2', 'bangkrutudah', '5', 'jam', 'gak', 'sinyal']",20/01/2024 07:55,1
Ayup Prayudha,['mantap'],29/01/2024 13:34,5
Rifki dimas saputra,"['g', 'klaim', 'kuota', 'gratis', '1', 'minggu']",17/01/2024 10:32,2
Muhammad Ikna,['puas'],13/01/2024 14:23,5
Fairel Sigit,['mantap'],11/01/2024 14:35,5
Joko Budihartono,"['sinyal', 'lelet', 'baik', 'cepat', 'bikin', 'konsumen', 'kecewa']",10/01/2024 12:24,2
Tansa Trisna Gusti,"['indosat', 'amazing']",20/01/2024 00:48,4
Ardi Smith,['mantap'],29/01/2024 12:43,5
Simon Sari,"['suguh', 'puas']",21/01/2024 06:07,5
Rifqi Ansyah,"['aplikasi', 'tolol', 'error', 'melulu', 'pas', 'buka', 'gilir', 'beli', 'ribet']",26/01/2024 13:59,1
Muhammad Fazarudin Umam,"['sinyal', 'jijik']",23/01/2024 19:40,1
Norman Gray 45,"['bagus', 'aplication']",26/01/2024 14:32,5
bahtiar nur,"['jaring', 'erorrrrr', 'terooosssss', 'apikasi', 'nya', 'erorrrr']",26/01/2024 13:50,1
Irfan Af,"['m3', 'gx', 'paket', 'pulsa', 'nya', 'ttp', 'potong']",12/01/2024 21:52,1
Khomsiyah 1987,['cocok'],31/01/2024 08:13,2
John Andreas,"['malam', 'ko', 'jaring', 'jelekdi', 'mohon', 'cepat', 'perbaikiburuk', 'banget', 'nii', 'sinyal', 'indosatemang', 'tidak', 'malu', 'kartu']",18/01/2024 13:46,1
Rizky Pah25,"['terima', 'kasih', 'bos']",18/01/2024 17:07,5
Anis Aprianti,"['mudah', 'goodjob']",23/01/2024 05:06,5
Misbah april Ardiansyah putra,"['aplikasi', 'transaksi', 'aplikasi', 'dana', 'uang', 'masuk', 'selesai', 'aplikasi', 'dana', 'aplikasi', 'myim3', 'transaksi', 'proses', 'jam', 'tunggu', 'transaksi', 'proses', 'berharihari', 'tunggu', 'proses', 'simpel', 'uang', 'nyangkut', 'setan', 'anying', 'bagong', 'jurig']",19/01/2024 08:11,1
Yono Saputra,"['jaring', 'bagus']",15/01/2024 12:02,5
Mawardi Ktp,"['benar', 'ngk', 'fungsi', 'baru']",14/01/2024 12:06,2
Laras Sati,['mahal'],12/01/2024 15:38,2
Muhammad Fa'is,"['tidak', 'komemen']",17/01/2024 07:21,5
Embun Buhori,['mantap'],20/01/2024 15:03,5
asd mana,"['buffering', 'melulu', 'kota', 'kampung']",24/01/2024 17:45,2
Ardi Tiya Putra,"['kesini', 'buruk', 'sinyal', 'kecewa']",31/01/2024 04:24,1
Vanesa Adelya putri,['bagus'],28/01/2024 12:39,5
Clarence Clarence,"['puas', 'informasi']",23/01/2024 09:44,5
Asis id,"['turunnin', 'bintang', 'nya', 'sinyal', 'lambat', 'banget', 'buka', 'facebook', 'gak', 'boros', 'banget', 'paket', 'internet']",22/01/2024 17:40,1
Ridwan Walet,['guna'],18/01/2024 11:52,5
Magdalena Selvi,"['baikmenggunakan', 'im3']",29/01/2024 07:40,5
Ahmad Muhsinin,"['apa', 'em3', 'sinyl', 'penuh', 'nge', 'game', 'nge', 'lag', 'ayo', 'lh', 'bung', 'maksimal', 'masuk', 'biar', 'kamj', 'tidak', 'kecewa', 'mungkin', 'nge', 'game', 'ganggu', 'anjing']",10/01/2024 13:52,1
Ibnu Kholib,"['im3', 'sinyal', 'baik', 'guna', 'im3', 'puas', 'sinyal']",29/01/2024 15:55,1
YAZID FAHMI,"['paket', 'indosat']",26/01/2024 13:50,5
Agus Tiki_tiki,"['indosat', 'kacau', 'transaksi', 'gagal', 'uang', 'tidak']",15/01/2024 12:28,1
DANDI CUPU,"['im3', 'nggapa', 'si', 'selamem', 'beli', 'pulsa', 'gamassk', 'saldo', 'potong']",27/01/2024 00:31,1
Yanto Supriatna,"['paket', 'data', 'mahal']",28/01/2024 11:37,1
