Ã¯Â»Â¿userName,content,at,score
Dika Satria,"['isi', 'pulsa', '15', '9', '5', 'menit', 'pulsa', 'isi', 'tidak', 'cara', 'kerjanyase', 'enak', 'ngurangin', 'pulsa', 'orgdan', 'kali', 'iya']",29/01/2024 13:07,0
Rhina Desya,"['suka', 'myim3', 'gak', 'pakai', 'kouta', '13', 'gb', 'gratis']",15/01/2024 04:07,1
Yoko Ferastiyo,"['banget', 'bangus', 'aplikasi', 'nya']",15/01/2024 21:29,1
andri sujana,"['heran', 'indosat', 'kuota', 'pakai', 'nonton', 'buffering']",30/01/2024 14:02,0
Syahroni Onik,"['mantul', 'banget', 'im3']",10/01/2024 06:31,1
deyraan Ytaa,"['aplikasi', 'tidak', 'kouta', 'tidak', 'buka', 'beli', 'paket', 'harga', 'paket', 'mahal', 'sinyal', 'lemah']",19/01/2024 10:42,0
Kholil Achmad 99,"['pakai', 'im3', 'betah', 'maless', 'harga', 'kuota', 'tidak', 'otak', 'sinyal', 'hilang', 'pas', 'main', 'game', 'turun', 'harga', 'kuota', 'kasih', 'rating', '5']",16/01/2024 22:39,0
Taretan Cell13,['puas'],20/01/2024 08:41,1
Arya Kusuma,['baguus'],29/01/2024 07:52,1
Misli Andayani,[],16/01/2024 07:54,1
Teguh Cell,['buruk'],11/01/2024 09:46,0
Irfan Hidayat,"['gila', 'iya', 'isat', 'pndglng', 'sinyal', 'jelek', 'parah', 'kati', 'lampu', 'ish']",30/01/2024 12:29,0
Bintang Cell,"['game', 'sinyal', 'hilang', 'gara', 'gara', 'sms', 'kouta', 'darurat', 'kouta']",26/01/2024 10:11,0
Bepo cs,"['jaring', 'taiiii', 'ujan', 'dikit', 'lelet', 'paket', 'mahal', 'harga', 'doang', 'mahal', 'jaring', 'gak', 'guna']",31/01/2024 11:22,0
Wisnu Alghifari,['keren'],24/01/2024 10:07,1
Maleh Bari,"['hasil', 'masuk', 'gak', 'log', 'masuk', 'moga', 'baru', 'gak', 'trouble2']",27/01/2024 04:56,1
Sholih Arpandi,"['kerentambah', 'ok']",13/01/2024 13:52,1
harides haryanto purba,['manfaat'],28/01/2024 09:31,1
Rastuy 09,"['tidak jelas', 'transaksi', 'banget', 'proses', 'gabecus']",21/01/2024 07:52,0
glenn sky,"['makinparah', 'baik', 'lelet', 'hilang', 'koneksi', 'sinyal', 'penuh', 'tidak', 'internet', 'kayak', 'pensiun', 'indosat', 'kayak', 'gin']",26/01/2024 12:59,0
Afri Minanjar,['puas'],13/01/2024 20:38,1
Heri Cahyanto,[],25/01/2024 17:17,1
Rajih Arkan,"['kesini', 'performa', 'buruk', 'baru', 'bukan', 'optimal', 'errorgabisa', 'buka', 'internet', 'bagus', 'data', 'cache', 'hasil', 'tetep', 'error']",18/01/2024 14:23,0
siska ranti,"['pembayarann', 'error', 'muluu']",16/01/2024 22:51,0
Ade tian,"['i', 'like']",19/01/2024 00:58,1
google Mail,"['restart', 'burik', 'sinyal', 'nya', 'paan', 'kartu', 'tidak', 'rekomendasi', 'telkomsel', 'biar', 'tidak', 'lag']",22/01/2024 12:19,0
Candra Budi Santoso,"['paket', 'mahalsempakkkganti', 'kartu', 'ae']",17/01/2024 13:05,0
Jinga Dir,"['jaring', 'buruk']",16/01/2024 12:55,0
Zulhamdi 007,"['indosat', 'sya', 'kompelen', 'sya', 'beli', 'paket', 'data', 'harga', '140ribu', 'briva', 'saldo', 'potong', 'paket', 'gagal', 'masuk', 'saldo', 'sya', 'tidak']",19/01/2024 21:56,0
Fahrezi Adrian,['mantepp'],12/01/2024 11:23,1
muhamad mandrim,"['bagus', 'dan lain lain']",12/01/2024 18:12,1
Andy Sunaryo,"['pulsa', 'jarang', 'pakai', 'kurang', 'koropsi', 'negeri', 'konoha', 'mah', 'beda']",14/01/2024 09:39,0
Pasik Pasik,"['lelet', 'banget', 'anjing']",29/01/2024 04:34,0
Anwar Udin,['mantap'],16/01/2024 16:22,1
Adi Putra,['bagus'],18/01/2024 06:13,1
Dede Husen,"['buruk', 'jaring', 'indosatnya', 'tidak', 'stabil', 'suka', 'putus', 'koneksi', 'aplikasi', 'nya', 'baharu', 'teruskekuatan', 'jaring', 'tidak', 'baik']",24/01/2024 13:42,0
Kadek Winiasih,"['poinya', 'hilang']",23/01/2024 11:44,0
Gilang Eka,"['sih', 'kouta', 'im3', 'mahal', 'bodoh', 'benci', 'im3', 'nya', 'baik', 'tidak jelas', 'blokkkk']",10/01/2024 02:09,0
Toni Handri,"['is', 'baik']",24/01/2024 00:24,1
Realme Ceduasatuye,"['parah', 'indosat', 'beli', 'paket', 'tau', 'tidak bisa', 'dipake', 'indra', 'tidak bisa', 'indra', 'bug', 'dasar', 'tidak jelas', 'anjing', 'indosat']",26/01/2024 13:29,0
Adelia Sapitri,"['aplikasi', 'nya', 'bagus']",18/01/2024 23:20,1
M Fajar,"['terima kasih', 'you', 'voucer', 'gratis']",21/01/2024 12:44,1
DeDesi,"['palak', 'im3', 'mh', 'nama', 'kuota', 'mahal', 'besok', 'pulsa', '50rb', '20gb', 'besok', '10', 'gb', 'pikir', 'gaji', 'indonesia']",17/01/2024 11:14,0
Aditya Nugroho,['cook'],26/01/2024 13:00,0
Bayu Bayu,['bagus'],15/01/2024 02:24,1
deni prayoga,"['beli', 'pulsa', 'pasca', 'bayar', 'masuk', 'masuk', 'saldo', 'pulsa', 'masuk', 'belikan', 'paket', 'data', 'gagal', 'gak', 'masuk', 'masuk', 'gak', 'niat', 'bisnis', 'rusak', 'tidak', 'atauran', 'gak', 'not', 'rekomendasi']",27/01/2024 11:57,0
dedi Gunawan,['bagus'],25/01/2024 22:16,1
Cek Ot,"['terima kasih', 'mylm3', 'bonus', 'nya', 'kasih', 'bintang', '5']",26/01/2024 10:09,1
Erwin,"['mantap', 'bonus', 'nya']",21/01/2024 02:11,1
Angga Tia,['mantap'],16/01/2024 02:30,1
Widar yanto,['jos'],11/01/2024 14:58,1
Akun Pribadi5050,"['sinyal', 'jelek', 'harga', 'kuota', 'aneh']",11/01/2024 12:39,0
Yopi Sopyan,"['tampil', 'aplikasi', 'myim3', 'burukjelekribet', 'balas', 'cs', 'tidak', 'nyambung']",15/01/2024 04:38,0
Sriyana,"['moga', 'semngkin', 'bagus', 'jaring', 'nya']",22/01/2024 11:13,1
Lato Lato39,['bagus'],30/01/2024 18:08,1
Anilover 842,"['beli', 'kouta', '123', 'buka', 'konfirmasi', 'pulsa', 'sedot', 'kuota', 'kirim']",14/01/2024 13:50,0
Ahmad Arbain,"['sinyal', 'bagus', 'kadang', 'jelek', 'bangetterus', 'kenapaaaaaaaaaakuota', 'aplikasi', 'nya', 'gak', 'dipake', 'hahhh']",30/01/2024 01:35,0
Sutawijaya 17,"['isi', 'paket', 'proses', 'melulu', 'tidak', 'masuk', 'masukk', 'desak', 'banget']",14/01/2024 03:04,0
HASAN aja,[],20/01/2024 23:30,1
Irsalina Solikah,"['jaring', 'kayak', 'setannnnnnn', 'anjirrrrrrrr', 'sesal', 'make', 'kartu', 'setann']",30/01/2024 12:42,0
Munif F,"['balance', 'pulsa', 'potong', 'terang', 'transaksi', 'rugi', 'konsumen']",27/01/2024 00:06,0
hendro sukoco (Kecek creator),"['mahal', 'tidak', 'stabil', 'jaring', 'parah', 'parah', 'bintang', '1']",10/01/2024 10:36,0
Pratama Saja,"['lelet', 'anjing']",10/01/2024 10:23,0
Defka Defka,"['aplikasi', 'bagus']",16/01/2024 17:00,1
Yuni Layla,['sanggar'],14/01/2024 01:48,1
Andri Andri,"['aplikasi', 'bagus', 'kualitas', 'nya']",11/01/2024 09:17,1
Raffi Saputra20,"['kecewa', 'sin', 'my', 'im3', 'jaringaanya', 'buruk', 'parah', 'nglag', 'busuk', 'bngt', 'jaring', 'tingkat', 'kapasitas', 'jaring', 'biar', 'tidak', 'nglag', 'nglagg', 'benerin', 'iya', 'jaring', 'terima kasih']",10/01/2024 16:15,0
Fajar Aja2022,"['pinjem', 'pulsa', 'darurat', 'tidak', 'masuk', 'tagih', 'kan', 'tidak', 'maauk', 'akal']",31/01/2024 07:00,0
Rojak Bintimariyah,"['najis', 'sinyal', 'jelek', 'melulu']",11/01/2024 09:48,0
Muhamad Yusuf,"['aplikasi', 'tidak', 'pulsa', 'nya', 'kurang', 'data', 'tidak', 'nyala', 'aneh', 'aplikasi', 'aneh', 'anjing']",13/01/2024 04:35,0
Saipul Pea27,"['tarik', 'mylm3']",18/01/2024 14:54,1
Endy Mirsan indo,"['aplikasi', 'siip']",27/01/2024 23:12,1
Andry Munif,"['tidak', 'jls']",13/01/2024 08:15,0
Parta suparta,"['mahal', 'ny', 'doangjaringan', 'lagklo', 'sisa', 'pulsa', 'data', 'sedot', 'pulsanyaindosat', 'lawak', 'kecewa']",26/01/2024 13:37,0
MUHAMMAD IQBAL,[],28/01/2024 15:41,1
Amriline,['mantul'],12/01/2024 04:04,1
pro hacer,"['aplikasi', 'buang', 'uang', 'internet', 'buruk', 'tidak', 'jaring', 'mati', 'melulu']",16/01/2024 05:54,0
Chelia (Che),"['layan', 'gak']",30/01/2024 15:35,0
Luis karvaduita,"['transaksi', 'paket', 'gagal', 'saldo', 'potong']",11/01/2024 10:22,0
Syarifudin Udin,"['pingin', 'irit', 'lihat', 'video', 'moga', 'depan']",27/01/2024 07:51,1
Dante Adrian,"['kalbar', 'hingga', 'sinyal', 'intrnet', 'nya']",28/01/2024 20:08,1
Rissa Anggara,[],23/01/2024 02:22,1
putra sejagat,['ok'],22/01/2024 11:51,1
Renamei Rendasari,"['indosat', 'babi', 'harga', 'paket', 'mahal', 'sinyal', 'hancur', 'ganggu', 'tolol']",31/01/2024 03:37,0
Fajar Estradanto,['hebat'],18/01/2024 12:09,1
Jimi Supriatna,"['jaring', 'error', 'beli', 'kouta', 'mahal', 'tidak', 'pakai']",26/01/2024 13:24,0
Ananta Saputra,"['im3', 'mahal']",22/01/2024 23:50,1
Agil Ainnizar,"['jaring', 'lelet', 'paket', 'internet', 'mahal']",26/01/2024 13:04,0
Tomket Ngabret,['puas'],23/01/2024 01:16,1
Syarima Mahadini,['keren'],24/01/2024 00:50,1
Ihya Ulumuddin,"['mahal', 'paket', 'nya', 'promo2', 'kuota', 'gak', 'kayak', 'tambah', 'jaring', 'error', 'kecewaa']",26/01/2024 13:38,0
Ajat Sudrajat,"['payah', 'banget', 'jaring', 'nya', 'jelek', 'banget', 'kouta', 'penuh', '24jam']",14/01/2024 13:20,0
Yati Mabill,[],18/01/2024 19:40,1
ZNA chenell,"['ampuuuunn', 'jaringannmasa', 'laku', 'abisss', 'kuota', 'sisaa', 'pke', 'jugaa', 'sinyal', 'tidak', 'daatolong', 'perbaiakii']",29/01/2024 22:03,0
Edward Martin Siahaan,"['paket', 'data', 'hilang', 'dipake', '7', 'uda', 'hilang', 'pemberitahuan', 'pakai', 'tidak', 'banyak', 'maling', 'karyawan', 'provider', 'im3', 'ditipu2', 'bos']",28/01/2024 07:46,0
Rama Arkanundiyaa,"['jaring', 'hilang', 'beli', 'mahal', 'mahal', 'tidak', 'beli', 'sih']",20/01/2024 12:53,0
Eka Purwati,"['jaring', 'mudah', 'jangkau']",31/01/2024 00:56,1
Bayu Fikri,"['gak', 'bagus2nya']",21/01/2024 07:36,0
Ibra Ashari,"['harga', 'mahal', 'jaring', 'lelet']",17/01/2024 10:14,0
Taufik Ridwan,"['ganggu', 'melulu', 'im3', 'tidak', 'ujan', 'tidak', 'bikin', 'pusing']",11/01/2024 09:18,0
muhammad gandi,"['capai', 'tuju']",16/01/2024 00:24,1
Kak Muslim,['bagus'],14/01/2024 14:57,1
Hasan basri Hasan basri,['mantap'],12/01/2024 08:29,1
Salawati,"['bagus', 'suka', 'gratis', 'nya', 'murah', 'jugak']",28/01/2024 12:22,1
Sandi Bah oeng,"['jaring', 'parah', 'tolonk', 'optimal', 'kan', 'jaring', 'tidak', 'beli', 'kartu', 'belah']",15/01/2024 06:40,0
Super User 99,"['harga', 'paket', 'bulan', 'nya', 'mahal', 'banget', 'diskon', 'mahal', 'jaring', 'kalah', 'kencang', 'telkomsel', 'telkomsel', '42gb', 'harga', '70k', 'im3', '30gb', 'normal', '95k', 'diskon', '60k', 'hadeh']",21/01/2024 22:23,0
Nur Fahrudin,"['kota', 'nay', 'mahal', 'mahal', 'keluh']",30/01/2024 13:00,0
Neneng Putri,[],27/01/2024 04:10,1
Muhibban Arinal,"['buka', 'aplikasi', 'huh', 'sktop', 'dapat', 'kuota', '1gb']",28/01/2024 08:06,1
Ilham Arif,"['sinyal', 'ganggu', 'mahal', 'harga', 'mudah', 'sinyal', 'nyaa', 'kecewa', 'konsumen', 'indosat', '90an']",10/01/2024 14:26,0
Ahmad Efan,"['jujur', 'aplikasi', 'tidak', 'buka', 'bantu', 'nya', 'bolak', 'tidak', 'ubah', 'rugi', 'banget', 'dowload', 'aplikasi']",13/01/2024 03:42,0
Maya Dewimasari,['mayasari'],26/01/2024 01:29,1
Dimas,"['kualitas', 'sinyal', 'buruk', 'main', 'game', 'gilir', 'unduh', 'video', 'apa', 'lancar', 'agak', 'indosat', 'bangst']",26/01/2024 12:41,0
Ardin Ganteng,"['yh', 'beli', 'paket', 'harga', 'maki', 'jlsin']",27/01/2024 10:57,0
Dharma Dwitunggal,"['terima', 'kasih', 'indosat', 'layan', 'baik']",25/01/2024 12:38,1
ROMINSYAH ROMINSYAH,[],18/01/2024 11:17,1
Iyan Panjaitan,"['nenapa', 'manti', 'lampu', 'jaring', 'tidak', 'bagus']",11/01/2024 12:19,0
Abdul Qodir,"['jaring', 'kasih', 'nilai', '10010000']",19/01/2024 20:11,0
kusam bel,"['kasih', 'bintang', 'optimal', 'bintang']",29/01/2024 11:00,0
Edy susilo,[],26/01/2024 11:13,1
Adi Ramaaa,"['im3', 'untung']",11/01/2024 13:09,1
Stok Satzz,"['indosat', 'kontoll', 'isi', 'lelet', 'balikin', 'uang', 'ajggg']",17/01/2024 08:35,0
andreas maranatha,"['kasih', 'bintang', '2', 'sisa', 'kuota', 'ksaran', 'ratus', 'mb', 'kmudian', 'isi', 'paket', 'pulsa', '8gb', 'kuota', '8gb', 'tidak', 'paket', 'sblmnya', 'jeelek', 'x']",11/01/2024 04:47,0
Lisna Watidewi,"['dikirain', 'baru', 'bagus', 'tidak', 'tau', 'buruk', 'lebih baik', 'deh', 'buka', 'aplikasi', 'susah']",18/01/2024 15:17,0
Wicky Riadie,['ok'],15/01/2024 16:35,1
Didi Purnomo,"['aplikasi', 'bagus', 'informatif', 'sayang', 'iklan', 'buat', 'aplikasi', 'buka', 'ganggu', 'nyaman']",14/01/2024 14:20,1
Rahmat Fadilah,"['lelet', 'gangguanbikin', 'kapok']",26/01/2024 13:38,0
Nur Giyanti,['baik'],14/01/2024 14:54,1
Johana Pandean,"['beli', 'pulsa', 'tidak', 'poin', 'pesan', 'cs', 'indira', 'tidak', 'fitur', 'chatlive', 'tidak', 'pernh', 'aneh']",19/01/2024 23:30,0
Naja Muddin,"['gisi', 'pulsaa', 'tidak', 'masukk', 'nihh']",27/01/2024 12:45,1
Hairul Salim,"['jaring', 'data', 'sangatt', 'lemottt', 'leletttt', 'bngttttt', 'baik']",12/01/2024 13:27,0
Valentino Prasetya,['jos'],19/01/2024 15:25,0
Guntoro Toro,['mantab'],19/01/2024 00:37,1
A Mell,"['muantep', 'foolllll', 'promo', 'gratis', 'hari']",24/01/2024 13:54,1
Iis Zulisa,"['ganggu', 'siang', 'ganggu', 'melulu', 'coba', 'tingkat', 'nyaman', 'konsumen']",26/01/2024 14:00,1
Calam Akbar,['terima kasih'],29/01/2024 05:04,1
Yuli Anti (Phing thaitea),"['sinyal', 'ny', 'jelek', 'hilang', 'suwee']",16/01/2024 14:09,0
Syamsuddin Hidayat,"['bagus', 'jaring', 'tidak', 'boros']",13/01/2024 03:52,1
Haris 12,['mantap'],15/01/2024 07:03,1
Adity Mandar,['menbabtu'],17/01/2024 12:59,1
Dwii Rahmad,"['sinyal', 'jelek', 'paket', 'ups']",17/01/2024 13:51,0
Rahmat Fahrurozi,['ok'],17/01/2024 06:33,1
Antoni Griezman,['oke'],20/01/2024 08:27,1
Mahmudin Mahmud,"['aplikasi', 'buat', 'nyaman', 'tidak', 'bosan', 'guna']",14/01/2024 13:46,1
Annisatul Faaizah,['murah'],29/01/2024 14:20,1
Ataya Arshaka,['baik'],11/01/2024 10:05,1
Jaka Anggara,['bagus'],26/01/2024 09:21,1
Gapuria Anti,['ganggu'],26/01/2024 13:54,0
Harlan Fadilah,"['iya', 'masuk', 'gagal', 'jaring', 'melulu', 'kasih', 'bintang', '5', 'iurangin']",26/01/2024 14:12,0
MAMANG_UNU 28,[],15/01/2024 12:29,1
Moh Hakim,['kerennnn'],16/01/2024 00:28,1
Qwerty Uiop,"['beli', 'paket', 'pakai', 'pulsa', 'malam', 'pagi', 'status', 'proses']",10/01/2024 02:26,0
Danang Ady saputra,"['terima kasih', 'mylm3']",12/01/2024 18:45,1
Muhammad Azzis,"['guna', 'harga', 'murah']",29/01/2024 12:03,1
Hani Susanti,[],25/01/2024 00:25,1
Choonk Paradimanttz,['ok'],26/01/2024 09:01,1
Yuliana Nurbaini,"['jaring', 'baik', 'lagiklw', 'layan', 'indosat', 'oredoo']",26/01/2024 13:13,1
pRO Gamingg,"['min', 'jaring', 'benar', 'ngulang', 'lelet', '2']",18/01/2024 13:08,0
Akun wa Baru,"['dalam', 'intranet']",12/01/2024 22:23,1
Anggi Saputra,['bagus'],11/01/2024 12:21,1
irwan agustian,"['baru', 'error', 'tambah', 'kuota', 'mahal']",25/01/2024 13:18,0
jena ka,['ok'],11/01/2024 12:29,1
Zuli Aldi,[],11/01/2024 14:36,1
Nata Sya,"['aplikasi', 'nya', 'bagus']",17/01/2024 23:30,1
Ban Drek,"['kartu', 'im3', 'sangatsangat', 'murah', 'bayak', 'bonus', 'gratis', 'nya']",28/01/2024 15:18,1
Abi rivan Rivan,"['senang', 'banget']",13/01/2024 03:50,1
Muhammad Ilham nasution,"['jaring', 'im3', 'tidak', 'stabil', 'kacau']",28/01/2024 13:07,0
fik Yo,['bagus'],24/01/2024 18:07,1
REZA HARDIANSAH,"['makan', 'buruk', 'jaring', 'lag', 'malam', 'bikin', 'susah']",16/01/2024 16:05,0
Diki Baban,['ok'],28/01/2024 15:23,1
RoBhy Joe (_chapoenk),"['otp', 'tidak', 'masuk', 'pes', 'masuk', 'iya']",28/01/2024 11:53,0
Fajarahman,"['jaring', 'lelet', 'kuota', 'banyakbikin', 'gx', 'nyaman', 'kasih', 'minus', 'bintang', 'tidak', 'kasih', 'minus', 'bintang']",20/01/2024 13:54,0
Prisma Pandu,"['indosat', 'kasih', 'bijak', 'transfer', 'pulsa', 'mudah', 'konsumen', 'laku', 'transfer', 'pulsa', 'kartu', 'tidak', 'tunggu', '180', 'transfer', 'pulsa']",13/01/2024 07:16,1
Cctv Klaseman Pajarakan,"['guna', 'beli', 'pulsa', 'paket', 'data', 'murah']",15/01/2024 13:58,1
Ade Ahmad,[],23/01/2024 04:39,1
Mohammad EN,"['penuh', 'butuh', 'komunikasi', 'vitur', 'bagus']",31/01/2024 08:39,1
The New Space,"['miminnn', 'pulsa', '10ribu', '3ribu', 'gak', 'notifikasi', 'pulsa', 'kepakek', 'simpan', 'paket', 'lagicapee', 'minn']",17/01/2024 09:41,0
Alif Syahli,"['harga', 'melulu', 'koruptor', 'iya']",20/01/2024 11:11,0
Pilosi Pilosi,"['tidak', 'ambil', 'kuota', '1gb', 'aneh']",23/01/2024 06:12,0
Oki Saputra,"['operator', 'm3', 'kayak', 'kotor', 'ganggu', 'isi', 'paket', 'tidak', 'pakai', 'paket', 'babi']",26/01/2024 13:46,0
Keke Savanah,"['mahal', 'paket', 'nya']",21/01/2024 19:50,0
Fitri,['baguuusss'],21/01/2024 15:26,1
Mas Mus,"['baru', 'bukan', 'bagus', 'lelet', 'layan']",13/01/2024 12:23,0
meli amel,"['bagus', 'pakai']",15/01/2024 09:09,1
Sakurai Keiyas,"['kouta', 'super', 'hemat', 'hilangin', 'kuota', 'mahal', 'aktif', 'kouta', 'relatif', 'pendek']",14/01/2024 00:26,0
Dkyoo,"['3', 'sinyal', 'hilang', 'hilang', 'harga', 'doang', 'mahal', 'layan', 'buruk']",28/01/2024 15:16,0
Alek Pasbur,[],16/01/2024 06:12,1
Pahrudin Gudang,"['sinyal', 'burikkalo', 'gin', 'pindah', 'langgan']",27/01/2024 15:46,0
Much Triyadi,"['kuota', 'beli', '20', 'gb', '50rbucman', 'pakai', 'main', 'game', 'masak', '800mb', 'dalam', '2', 'sinyal', 'jelek', 'skrgsering', 'hilang', 'g', 'daftar', 'kuota', 'darurattba2', 'aktif', 'sndri', 'kuota', 'darurat']",28/01/2024 10:08,0
Gilang Fuji Ramdhani,"['tidak bisa', 'beli', 'paket', 'anehhhhhhh']",27/01/2024 09:27,0
anis yyy,"['parah', 'gila', 'kecewa', 'bngt', 'aplikasi', 'm3', 'tidak', 'game', 'sm', 'poin', 'cpt', 'hangus', 'lebih baik', 'aplikasi', 'jual', 'cakep', 'game', 'tidak', 'jls', 'nambah', 'memori', 'untung', 'tidak', 'jengkel']",21/01/2024 13:40,0
chaerul anam,"['internet', '150k', 'konsumen', 'murah', 'mahalll', 'sinyal', 'lemah', 'habis', 'kuota', 'gak', 'notif', 'piye', 'iki', 'soonn', 'pikir', 'ganti', 'provider', 'layan']",23/01/2024 11:23,0
Arka Muh,[],17/01/2024 17:58,1
Akbar Ilham,"['sinyal', 'diperbaikin', 'lagisinyal', 'nyusahin', 'trusss']",11/01/2024 14:46,0
Dua dewi Dewi,"['aplikasi', 'nya', 'error', 'tidak', 'buka', 'mohon', 'baik']",26/01/2024 13:11,0
Rahmi putri Ramadhani,"['kesini', 'beli', 'paket', 'data', 'mahalllllllllllllll']",19/01/2024 17:47,0
Voza Suganda,"['tolol', 'diupgret', 'harga', 'nya', 'jau', 'benar', 'nya']",30/01/2024 13:28,0
MUHAMMAD FAKIH AL MUSTOFA,"['kecewa', 'konsumen', 'indosat', 'berat', 'harga', 'kouta', 'mahal', 'tidak', 'promo', 'pulsa', 'tidak punya kerja', 'sedot', 'pemberitahuan', 'kouta', 'mohon', 'baik', 'harga', 'kouta', 'nya']",22/01/2024 09:20,0
Van Visual,"['sinyal', 'jelek']",11/01/2024 04:21,0
Samuji Cah45,"['tolang', 'baik', 'jaringgan', 'nya', 'biar', 'tidak', 'busuk']",22/01/2024 14:10,0
Eko Hermawan,"['woi', 'jaring', 'kouta', 'lelet', 'niat', 'tidak', 'sih', 'jaring', 'beli', 'mahal', 'mahal', 'loh', 'kualitas', 'bikin', 'kecewa']",22/01/2024 17:29,0
Jodi Putra,"['parah', 'sinyal', 'drop', 'kesini', 'jelek', 'aneh', 'pakai', 'lihat', 'yt', 'loading', 'baik', 'ganti', 'provider', 'gin']",28/01/2024 20:17,0
Mutia Rahman,"['tidak', 'kasih', 'bintang', '1', 'jaringanny', 'buruk', 'tidak', 'ujan', 'tidak', 'petir', 'jaring', 'mati', 'total', '1', 'jam', 'rugi', 'harga', 'tawar', 'beda', 'nomor', '2', 'nomor', 'indosat', 'promo', 'nomor', '9gb', '18000', '5', 'nomor', '7gb', '20000', '5', 'indosat', 'tidak', 'harap', 'kasih', 'reting', 'tidak', '1', 'trmksih', 'kecewa']",26/01/2024 15:42,0
Via Afrianti18,"['kasih', 'bonus', 'he']",30/01/2024 18:02,1
Sadam Dam,['mantap'],26/01/2024 07:03,1
Dian Sudrajat,['bagus'],21/01/2024 01:15,1
Dea Syahirani,['ekspetasi'],11/01/2024 14:34,1
Rafiansyah,"['maaf', 'm3', 'jaring', 'hilang', 'gatau', 'gak', 'hujan', 'apa', 'asik', 'main', 'sosmedgame', 'kya', 'mlu', 'kesel', 'kouta', 'harga', 'mahal', 'jaring', 'gak', 'padan']",18/01/2024 16:17,0
M.Syafri Faqihuddin,"['pakai', 'jaring', 'kadang', 'hilang', 'harga', 'paket', 'mahal', 'bonus', 'jarang', 'banget', 'guna', 'guna', 'murah', 'guna', 'harga', 'paket', 'mahal', 'banget', 'saran', 'pakai', 'iya', 'nyaranin']",26/01/2024 15:31,0
IKBAL IKBAL,"['tanggung', 'jawab', 'nya', 'im3', 'beli', 'paket', 'saldo', 'ambil', 'paket', 'tidak', 'rusa', 'ulang', 'im3', 'tidak', 'tanggung', 'jawab', 'nya']",16/01/2024 05:51,0
Aqshall Renaldhy,"['terkadang', 'jaring', 'daerah', 'gunung', 'pasir', 'balikpapan', 'permai', 'kalimantan', 'timur']",17/01/2024 12:45,1
Kayza Fadli Chesta Arimba,"['login', 'akun', 'verifikasi', 'nya', 'tidak', 'dapetdapet', 'ujungujungnya', 'blokir', '15', 'menit']",15/01/2024 22:41,0
MAS_ DN (DANI),"['sinyal', 'burik', 'banget']",23/01/2024 02:28,0
Aldi zavarudin_BUMDES Aldi,"['kode', 'my', 'indosat']",18/01/2024 11:16,1
Zidan Chaneell,"['rantingkpn', 'sih', 'indosat', 'sinyal', 'bagus', 'lancar', 'hujan', 'lelet', 'lemah', 'indosat', 'uinstal', 'hilang', 'langgan']",27/01/2024 11:23,0
Arhy Bully,"['paket', 'mahaljaringan', 'jelek', 'buruk', 'banget']",29/01/2024 13:32,0
Napia,"['sinyal', 'babi']",14/01/2024 08:40,0
Oki Yudo,"['mantul', 'mantap']",10/01/2024 05:48,1
Amar Ma'ruf Gaffar,"['jaring', 'buruk', 'kecewa']",26/01/2024 13:52,0
Akun Samaran,"['admin', 'gak', 'iya', 'cek', 'status', 'gak', 'aktif']",11/01/2024 02:14,1
Abdul Kholik,['bagus'],20/01/2024 21:38,1
Asrul Aslami,"['mayan', 'bagus']",23/01/2024 14:07,1
riff?,"['aplikasi', 'babi']",11/01/2024 20:30,0
Yudas Iskariot,[],24/01/2024 23:28,1
Diky Aja,[],29/01/2024 08:21,1
Basthoh Abdul Kholiq,"['habis', 'baru', 'buruk', 'gak', 'buka', 'sinyal', 'ngadaaaaaaaaaat']",26/01/2024 13:58,0
Vina Agustin,"['aplikasi', 'tolol', 'susah', 'banget', 'buka', 'nya', 'ganggu', 'an', 'melulu', 'rumit', 'niih', 'aplikasi']",18/01/2024 12:36,0
Fadlun Lun,['mantap'],25/01/2024 15:35,1
Jro Risma,['bagus'],30/01/2024 14:53,1
Devita Putri,"['aplikasi', 'bagus']",18/01/2024 06:22,1
Vincent Oktavian,"['lelet', 'banget']",26/01/2024 12:42,0
Jaelani Husain,"['jaring', 'buruk', 'sinyal', 'nya', 'hilang', '4g', 'nya', 'hilang', 'sinyal', 'stabil', 'sinyal', 'nya', 'buruk', 'banget']",26/01/2024 12:33,0
irgi mandagi,['puas'],29/01/2024 08:53,1
Ran Tika,"['pulsa', 'tidak', 'apain', 'kurang', 'sigw', 'biarin', 'kuota', 'kartu', 'satu', 'lagikok', 'mlh', 'pulsany', 'kurang', 'lhokan', 'niatny', 'beli', 'kuota', 'kuota', 'habis']",18/01/2024 02:45,0
Abdullah Farkhan,"['parah', 'indosat', 'nomor', 'tidak', 'daftar', 'ganggu', 'gin', 'mah', 'batas', 'si']",26/01/2024 13:44,0
Ayah Vino,['oke'],16/01/2024 01:23,1
Nur Yanah,['baik'],14/01/2024 02:26,1
Ahmad Sudrajat,"['ok', 'my', 'm3']",11/01/2024 05:19,1
Tanziah Mauli Nurmawati,"['pesan', 'komplain', 'situs', 'nyamasa', 'iya', 'gak', 'dengerin', 'keluh', 'malh', 'clos', 'mulualesanya', 'durasi', 'pesan', 'balas', 'pas', 'ketik', 'kolom', 'nya', 'hilang']",31/01/2024 13:37,0
Siswo Anggoro,"['kasih', 'bintang', '5']",17/01/2024 06:38,1
Aldo Tanesab,['bagus'],28/01/2024 05:15,1
